,leveringsrichting,postcode_tot,postcode_van,sjv,soort
651,100,1012HL,1012HK,1201,GAS
652,100,1012HL,1012HK,3574,ELK
653,100,1012HM,1012HM,2042,GAS
654,100,1012HM,1012HM,9556,ELK
655,100,1012HR,1012HN,8844,ELK
656,100,1012HT,1012HP,6290,GAS
657,100,1012HT,1012HS,21833,ELK
658,100,1012HW,1012HV,2886,GAS
659,100,1012HW,1012HV,15301,ELK
660,100,1012HX,1012HX,2326,GAS
661,100,1012HX,1012HX,13191,ELK
662,100,1012HZ,1012HZ,7812,GAS
663,100,1012HZ,1012HZ,29349,ELK
664,100,1012JA,1012JA,4990,GAS
665,100,1012JA,1012JA,14004,ELK
666,100,1012JB,1012JB,1472,GAS
667,100,1012JB,1012JB,11071,ELK
668,100,1012JC,1012JC,7394,ELK
669,100,1012JC,1012JC,1673,GAS
670,100,1012JD,1012JD,5673,GAS
671,100,1012JD,1012JD,13691,ELK
672,100,1012JE,1012JE,13777,ELK
673,100,1012JE,1012JE,4680,GAS
674,100,1012JG,1012JG,1769,GAS
675,100,1012JG,1012JG,11819,ELK
676,100,1012JH,1012JH,11446,ELK
677,100,1012JH,1012JH,4078,GAS
678,100,1012JL,1012JJ,11001,GAS
679,100,1012JL,1012JJ,43145,ELK
680,100,1012JM,1012JM,25654,ELK
681,100,1012JM,1012JM,5569,GAS
682,100,1012JN,1012JN,12704,ELK
683,100,1012JN,1012JN,2630,GAS
684,100,1012JP,1012JP,5356,GAS
685,100,1012JP,1012JP,18321,ELK
686,100,1012JV,1012JS,7750,GAS
687,100,1012JS,1012JS,13619,ELK
688,"97,3",1012JV,1012JT,8734,ELK
689,100,1012KC,1012JW,9947,ELK
690,100,1012KC,1012JZ,3873,GAS
691,100,1012KD,1012KD,10961,GAS
692,100,1012KD,1012KD,4366,ELK
693,100,1012KE,1012KE,3138,GAS
694,100,1012KE,1012KE,13578,ELK
695,100,1012KK,1012KG,4921,GAS
696,100,1012KK,1012KG,9693,ELK
697,100,1012KL,1012KL,17434,ELK
698,100,1012KL,1012KL,6564,GAS
699,100,1012KM,1012KM,2057,GAS
700,100,1012KM,1012KM,11903,ELK
701,100,1012KN,1012KN,6070,ELK
702,100,1012KR,1012KN,6634,GAS
703,100,1012KP,1012KP,19527,ELK
704,100,1012KR,1012KR,4472,ELK
705,100,1012KS,1012KS,17614,ELK
706,100,1012KS,1012KS,4616,GAS
707,100,1012KT,1012KT,2192,GAS
708,100,1012KT,1012KT,12481,ELK
709,100,1012KV,1012KV,7529,ELK
710,100,1012KV,1012KV,1982,GAS
711,100,1012KW,1012KW,9768,ELK
712,100,1012KW,1012KW,6154,GAS
713,100,1012LB,1012KX,5829,GAS
714,100,1012KX,1012KX,17454,ELK
715,100,1012KZ,1012KZ,11622,ELK
716,100,1012LB,1012LA,7898,ELK
717,100,1012LC,1012LC,6897,ELK
718,100,1012LC,1012LC,1370,GAS
719,100,1012LE,1012LD,13337,ELK
720,100,1012LG,1012LD,5150,GAS
721,100,1012LG,1012LG,20406,ELK
722,100,1012LH,1012LH,33941,ELK
723,100,1012LJ,1012LH,4402,GAS
724,100,1012LJ,1012LJ,16539,ELK
725,100,1012LK,1012LK,18359,ELK
726,100,1012LK,1012LK,10769,GAS
727,100,1012LL,1012LL,23042,ELK
728,100,1012LL,1012LL,9748,GAS
729,100,1012LM,1012LM,11252,ELK
730,100,1012LP,1012LM,8594,GAS
731,100,1012LP,1012LN,17847,ELK
732,100,1012LR,1012LR,2573,GAS
733,100,1012LR,1012LR,17004,ELK
734,100,1012LS,1012LS,867,GAS
735,100,1012LS,1012LS,7117,ELK
736,100,1012LX,1012LT,2475,GAS
737,100,1012LV,1012LT,3711,ELK
738,100,1012LX,1012LW,6863,ELK
739,100,1012LZ,1012LZ,2484,GAS
740,100,1012LZ,1012LZ,11529,ELK
741,100,1012MA,1012MA,12574,ELK
742,100,1012MA,1012MA,2469,GAS
743,100,1012MB,1012MB,4386,GAS
744,100,1012MB,1012MB,20309,ELK
745,100,1012MC,1012MC,2436,GAS
746,100,1012MC,1012MC,13271,ELK
747,100,1012MD,1012MD,14275,ELK
748,100,1012MD,1012MD,3996,GAS
749,100,1012ME,1012ME,2382,GAS
750,100,1012ME,1012ME,29521,ELK
751,100,1012MH,1012MG,3696,GAS
752,100,1012MH,1012MG,24747,ELK
753,100,1012MK,1012MJ,14496,ELK
754,100,1012MK,1012MJ,2930,GAS
755,100,1012ML,1012ML,9255,ELK
756,100,1012ML,1012ML,2011,GAS
757,100,1012MN,1012MN,14364,ELK
758,100,1012MN,1012MN,2401,GAS
759,100,1012MR,1012MP,3938,GAS
760,100,1012MR,1012MP,17515,ELK
761,100,1012MS,1012MS,2489,GAS
762,100,1012MS,1012MS,15681,ELK
763,100,1012MZ,1012MT,25758,ELK
764,100,1012MZ,1012MT,6013,GAS
765,100,1012NB,1012NA,3011,ELK
766,100,1012NB,1012NA,1066,GAS
767,100,1012NC,1012NC,3958,ELK
768,100,1012NC,1012NC,1281,GAS
769,100,1012NE,1012ND,1276,GAS
770,100,1012NE,1012ND,3404,ELK
771,100,1012NG,1012NG,774,GAS
772,"98,67",1012NG,1012NG,3272,ELK
773,100,1012NH,1012NH,3202,ELK
774,100,1012NH,1012NH,1175,GAS
775,100,1012NJ,1012NJ,1146,GAS
776,100,1012NJ,1012NJ,3173,ELK
777,100,1012NK,1012NK,2188,ELK
778,100,1012NK,1012NK,1373,GAS
779,100,1012NL,1012NL,995,GAS
780,100,1012NL,1012NL,5654,ELK
781,100,1012NM,1012NM,2973,GAS
782,100,1012NM,1012NM,11993,ELK
783,100,1012NN,1012NN,15903,ELK
784,100,1012NN,1012NN,1889,GAS
785,100,1012NX,1012NP,4249,GAS
786,100,1012NP,1012NP,20603,ELK
787,100,1012NV,1012NS,5582,ELK
788,100,1012NX,1012NX,24310,ELK
789,100,1012NZ,1012NZ,33242,ELK
790,100,1012NZ,1012NZ,7266,GAS
791,100,1012PA,1012PA,50820,ELK
792,100,1012PA,1012PA,8548,GAS
793,100,1012PB,1012PB,1232,GAS
794,100,1012PB,1012PB,4928,ELK
795,100,1012PD,1012PC,4089,GAS
796,100,1012PD,1012PC,33759,ELK
797,100,1012PL,1012PE,12526,ELK
798,100,1012PL,1012PE,3834,GAS
799,100,1012PM,1012PM,11993,ELK
800,100,1012PM,1012PM,2676,GAS
801,100,1012PN,1012PN,2537,GAS
802,100,1012PN,1012PN,16549,ELK
803,100,1012PS,1012PP,1853,GAS
804,100,1012PS,1012PP,7503,ELK
805,100,1012PT,1012PT,14621,ELK
806,100,1012PT,1012PT,4179,GAS
807,100,1012PV,1012PV,2565,GAS
808,100,1012PV,1012PV,6382,ELK
809,100,1012PW,1012PW,1822,ELK
810,100,1012PZ,1012PW,3295,GAS
811,100,1012PZ,1012PX,3850,ELK
812,100,1012RA,1012RA,5314,ELK
813,100,1012RA,1012RA,1566,GAS
814,100,1012RB,1012RB,5173,GAS
815,100,1012RB,1012RB,23789,ELK
816,100,1012RD,1012RC,3068,GAS
817,100,1012RD,1012RC,7762,ELK
818,100,1012RE,1012RE,11587,ELK
819,100,1012RE,1012RE,2208,GAS
820,100,1012RG,1012RG,1865,GAS
821,100,1012RG,1012RG,8636,ELK
822,100,1012RK,1012RH,2897,GAS
823,100,1012RJ,1012RH,15006,ELK
824,100,1012RK,1012RK,9552,ELK
825,100,1012RM,1012RL,6757,ELK
826,100,1012RM,1012RL,3387,GAS
827,100,1012RN,1012RN,1576,GAS
828,100,1012RN,1012RN,4173,ELK
829,100,1012RP,1012RP,4845,ELK
830,100,1012RP,1012RP,1084,GAS
831,100,1012RR,1012RR,2415,GAS
832,100,1012RR,1012RR,4099,ELK
833,100,1012RS,1012RS,4889,ELK
834,100,1012RS,1012RS,1520,GAS
835,100,1012RT,1012RT,5045,GAS
836,100,1012RT,1012RT,9786,ELK
837,100,1012RV,1012RV,3300,GAS
838,100,1012RV,1012RV,4351,ELK
839,100,1012RW,1012RW,2354,GAS
840,100,1012RW,1012RW,8191,ELK
841,100,1012RX,1012RX,4611,ELK
842,100,1012RX,1012RX,1109,GAS
843,100,1012RZ,1012RZ,6666,GAS
844,100,1012RZ,1012RZ,21390,ELK
845,100,1012SB,1012SB,6648,ELK
846,100,1012SB,1012SB,2371,GAS
847,100,1012SC,1012SC,5448,ELK
848,100,1012SC,1012SC,1800,GAS
849,100,1012SE,1012SE,5711,ELK
850,100,1012SE,1012SE,1826,GAS
851,100,1012SG,1012SG,24940,ELK
852,100,1012SH,1012SG,5304,GAS
853,100,1012SH,1012SH,8127,ELK
854,100,1012SJ,1012SJ,4560,GAS
855,100,1012SJ,1012SJ,7940,ELK
856,100,1012SM,1012SK,1668,GAS
857,100,1012SK,1012SK,5824,ELK
858,100,1012SM,1012SL,9908,ELK
859,100,1012SN,1012SN,1930,GAS
860,100,1012SN,1012SN,10806,ELK
861,100,1012SP,1012SP,3305,GAS
862,100,1012SP,1012SP,14298,ELK
863,100,1012SR,1012SR,1616,GAS
864,100,1012SR,1012SR,4524,ELK
865,100,1012ST,1012ST,1430,GAS
866,100,1012ST,1012ST,4256,ELK
867,100,1012SV,1012SV,4011,ELK
868,100,1012SV,1012SV,2028,GAS
869,100,1012SW,1012SW,4962,ELK
870,100,1012SW,1012SW,2004,GAS
871,100,1012SZ,1012SX,7010,ELK
872,100,1012TA,1012SZ,1506,GAS
873,100,1012TA,1012TA,3294,ELK
874,100,1012TB,1012TB,1366,GAS
875,100,1012TB,1012TB,2899,ELK
876,100,1012TC,1012TC,1902,GAS
877,100,1012TC,1012TC,7000,ELK
878,100,1012TD,1012TD,2568,GAS
879,100,1012TD,1012TD,4913,ELK
880,100,1012TE,1012TE,11525,ELK
881,100,1012TE,1012TE,2264,GAS
882,100,1012TH,1012TG,16494,ELK
883,100,1012TH,1012TG,2259,GAS
884,100,1012TK,1012TJ,8342,ELK
885,100,1012TK,1012TJ,1880,GAS
886,100,1012TL,1012TL,15846,ELK
887,100,1012TM,1012TL,7122,GAS
888,100,1012TM,1012TM,19343,ELK
889,100,1012TN,1012TN,2802,GAS
890,100,1012TN,1012TN,12585,ELK
891,100,1012TP,1012TP,10288,ELK
892,100,1012TR,1012TP,5747,GAS
893,100,1012TR,1012TR,14059,ELK
894,100,1012TS,1012TS,3180,GAS
895,100,1012TS,1012TS,8157,ELK
896,100,1012TT,1012TT,2682,ELK
897,100,1012TT,1012TT,1466,GAS
898,100,1012TV,1012TV,2389,GAS
899,100,1012TV,1012TV,9169,ELK
900,100,1012TW,1012TW,3198,ELK
901,100,1012TW,1012TW,1184,GAS
902,100,1012TZ,1012TX,2121,GAS
903,"90,91",1012TX,1012TX,5140,ELK
904,100,1012TZ,1012TZ,5306,ELK
905,100,1012VC,1012VA,2818,GAS
906,100,1012VA,1012VA,20664,ELK
907,"98,53",1012VC,1012VB,5025,ELK
908,100,1012VD,1012VD,2196,GAS
909,100,1012VD,1012VD,4639,ELK
910,100,1012VE,1012VE,5711,ELK
911,100,1012VE,1012VE,2415,GAS
912,100,1012VG,1012VG,1893,GAS
913,"96,3",1012VG,1012VG,6280,ELK
914,100,1012VH,1012VH,2370,GAS
915,100,1012VH,1012VH,3574,ELK
916,100,1012VJ,1012VJ,4063,ELK
917,100,1012VJ,1012VJ,2183,GAS
918,100,1012VK,1012VK,5202,ELK
919,100,1012VK,1012VK,2006,GAS
920,100,1012VM,1012VL,1085,GAS
921,100,1012VM,1012VL,3242,ELK
922,100,1012VN,1012VN,1719,GAS
923,100,1012VN,1012VN,6061,ELK
924,100,1012VP,1012VP,2164,GAS
925,100,1012VP,1012VP,9776,ELK
926,100,1012VR,1012VR,5006,ELK
927,100,1012VR,1012VR,1831,GAS
928,100,1012VS,1012VS,2126,GAS
929,100,1012VS,1012VS,8388,ELK
930,100,1012VT,1012VT,3044,ELK
931,100,1012VT,1012VT,2488,GAS
932,100,1012VV,1012VV,1128,GAS
933,100,1012VV,1012VV,3332,ELK
934,100,1012VW,1012VW,1474,GAS
935,100,1012VW,1012VW,6329,ELK
936,100,1012VX,1012VX,2653,GAS
937,100,1012VX,1012VX,10428,ELK
938,100,1012WG,1012VZ,1848,GAS
939,100,1012WE,1012VZ,6899,ELK
940,100,1012WG,1012WG,4732,ELK
941,100,1012WH,1012WH,2326,GAS
942,100,1012WH,1012WH,5870,ELK
943,100,1012WJ,1012WJ,2465,GAS
944,100,1012WJ,1012WJ,7220,ELK
945,100,1012WK,1012WK,1834,GAS
946,100,1012WK,1012WK,4539,ELK
947,100,1012WL,1012WL,6262,ELK
948,100,1012WL,1012WL,1251,GAS
949,100,1012WN,1012WN,1387,GAS
950,100,1012WN,1012WN,4480,ELK
951,100,1012WP,1012WP,1698,GAS
952,100,1012WP,1012WP,7782,ELK
953,100,1012WR,1012WR,13784,ELK
954,100,1012WS,1012WR,1116,GAS
955,100,1012WS,1012WS,1212,ELK
956,100,1012WT,1012WT,855,GAS
957,100,1012WT,1012WT,1136,ELK
958,100,1012WV,1012WV,1073,GAS
959,100,1012WV,1012WV,1465,ELK
960,100,1012WX,1012WX,4553,GAS
961,100,1012WX,1012WX,12867,ELK
962,100,1012XB,1012WZ,4827,GAS
963,100,1012WZ,1012WZ,16783,ELK
964,100,1012XB,1012XA,44869,ELK
965,100,1012XE,1012XC,39386,ELK
966,100,1012XE,1012XC,4286,GAS
967,100,1012XJ,1012XG,26407,ELK
968,100,1012XJ,1012XG,3374,GAS
969,100,1012XK,1012XK,1809,GAS
970,100,1012XK,1012XK,5439,ELK
971,100,1012XL,1012XL,14294,ELK
972,100,1012XL,1012XL,2653,GAS
973,100,1012XM,1012XM,2927,GAS
974,100,1012XM,1012XM,16078,ELK
975,100,1012XR,1012XN,16149,ELK
976,100,1012XR,1012XN,2434,GAS
977,100,1012XW,1012XS,9081,ELK
978,100,1012ZD,1012XS,1331,GAS
979,100,1012ZD,1012XZ,2169,ELK
980,100,1012ZE,1012ZE,2044,ELK
981,100,1012ZE,1012ZE,1168,GAS
982,100,1012ZG,1012ZG,1024,GAS
983,100,1012ZG,1012ZG,2478,ELK
984,100,1012ZJ,1012ZH,1932,ELK
985,100,1012ZL,1012ZJ,1950,GAS
986,100,1012ZL,1012ZK,4464,ELK
987,100,1013AA,1012ZZ,9934,ELK
988,100,1013AD,1013AA,965,GAS
989,100,1013AC,1013AB,13668,ELK
990,100,1013AD,1013AD,3466,ELK
991,100,1013AG,1013AE,1175,GAS
992,100,1013AE,1013AE,7288,ELK
993,100,1013AG,1013AG,2426,ELK
994,100,1013AM,1013AH,4956,GAS
995,100,1013AH,1013AH,5033,ELK
996,100,1013AJ,1013AJ,11297,ELK
997,100,1013AK,1013AK,9419,ELK
998,100,1013AL,1013AL,3309,ELK
999,100,1013AM,1013AM,6147,ELK
1000,100,1013AP,1013AN,11300,ELK
1001,100,1013AP,1013AN,10292,GAS
1002,100,1013AV,1013AR,1949,GAS
1003,100,1013AR,1013AR,14281,ELK
1004,100,1013AS,1013AS,3871,ELK
1005,100,1013AV,1013AT,1623,ELK
1006,100,1013AW,1013AW,2919,ELK
1007,100,1013AZ,1013AX,1896,GAS
1008,"89,19",1013AZ,1013AX,6117,ELK
1009,100,1013BB,1013BA,20711,ELK
1010,100,1013BE,1013BA,5058,GAS
1011,"94,59",1013BD,1013BC,6515,ELK
1012,100,1013BE,1013BE,19145,ELK
1013,"94,12",1013BG,1013BG,4345,ELK
1014,100,1013BH,1013BG,963,GAS
1015,100,1013BH,1013BH,2984,ELK
1016,100,1013BJ,1013BJ,21536,ELK
1017,100,1013BL,1013BJ,6971,GAS
1018,100,1013BL,1013BK,17794,ELK
1019,100,1013BP,1013BM,3348,ELK
1020,100,1013BP,1013BP,799,GAS
1021,100,1013BR,1013BR,795,GAS
1022,100,1013BR,1013BR,2495,ELK
1023,100,1013BS,1013BS,10197,ELK
1024,100,1013BW,1013BT,1882,GAS
1025,100,1013BV,1013BT,4986,ELK
1026,100,1013BW,1013BW,2530,ELK
1027,100,1013BX,1013BX,1080,GAS
1028,100,1013BX,1013BX,5039,ELK
1029,"99,44",1013BZ,1013BZ,2579,ELK
1030,100,1013BZ,1013BZ,909,GAS
1031,100,1013CA,1013CA,1474,ELK
1032,100,1013CA,1013CA,756,GAS
1033,100,1013CB,1013CB,3287,ELK
1034,100,1013CB,1013CB,974,GAS
1035,100,1013CC,1013CC,880,GAS
1036,100,1013CC,1013CC,2290,ELK
1037,100,1013CD,1013CD,845,GAS
1038,100,1013CD,1013CD,2255,ELK
1039,100,1013CE,1013CE,863,GAS
1040,100,1013CE,1013CE,1639,ELK
1041,100,1013CH,1013CG,958,GAS
1042,100,1013CG,1013CG,4104,ELK
1043,100,1013CH,1013CH,2343,ELK
1044,100,1013CJ,1013CJ,905,GAS
1045,100,1013CJ,1013CJ,2356,ELK
1046,100,1013CK,1013CK,2055,ELK
1047,100,1013CK,1013CK,871,GAS
1048,100,1013CL,1013CL,792,GAS
1049,100,1013CL,1013CL,2028,ELK
1050,100,1013CM,1013CM,1993,ELK
1051,100,1013CM,1013CM,881,GAS
1052,100,1013CP,1013CP,3089,ELK
1053,95,1013CR,1013CR,3813,ELK
1054,100,1013CS,1013CR,1062,GAS
1055,100,1013CS,1013CS,2411,ELK
1056,100,1013CT,1013CT,870,GAS
1057,100,1013CT,1013CT,1698,ELK
1058,100,1013CW,1013CW,929,GAS
1059,100,1013CW,1013CW,3366,ELK
1060,100,1013CX,1013CX,15818,ELK
1061,100,1013CX,1013CX,3083,GAS
1062,100,1013CZ,1013CZ,3822,ELK
1063,100,1013DA,1013CZ,1051,GAS
1064,100,1013DA,1013DA,1966,ELK
1065,100,1013DB,1013DB,1001,GAS
1066,100,1013DB,1013DB,2657,ELK
1067,100,1013DC,1013DC,912,GAS
1068,100,1013DC,1013DC,2470,ELK
1069,100,1013DD,1013DD,873,GAS
1070,100,1013DD,1013DD,2552,ELK
1071,100,1013DG,1013DE,2264,GAS
1072,100,1013DG,1013DE,2545,ELK
1073,100,1013DH,1013DH,1278,ELK
1074,100,1013DH,1013DH,800,GAS
1075,100,1013DJ,1013DJ,939,GAS
1076,100,1013DJ,1013DJ,2169,ELK
1077,100,1013DK,1013DK,2598,ELK
1078,100,1013DK,1013DK,1467,GAS
1079,100,1013DL,1013DL,1250,GAS
1080,100,1013DL,1013DL,2262,ELK
1081,100,1013DM,1013DM,761,GAS
1082,100,1013DM,1013DM,1910,ELK
1083,100,1013DN,1013DN,3547,ELK
1084,100,1013DN,1013DN,983,GAS
1085,100,1013DP,1013DP,1710,ELK
1086,100,1013DP,1013DP,1093,GAS
1087,100,1013DR,1013DR,1321,GAS
1088,100,1013DR,1013DR,2702,ELK
1089,100,1013DS,1013DS,970,GAS
1090,100,1013DS,1013DS,1818,ELK
1091,100,1013DT,1013DT,1065,GAS
1092,100,1013DT,1013DT,1391,ELK
1093,100,1013DV,1013DV,1129,ELK
1094,100,1013DV,1013DV,651,GAS
1095,100,1013DW,1013DW,1046,ELK
1096,100,1013DW,1013DW,712,GAS
1097,100,1013DX,1013DX,1670,ELK
1098,100,1013DX,1013DX,1146,GAS
1099,100,1013DZ,1013DZ,1071,GAS
1100,100,1013DZ,1013DZ,1639,ELK
1101,100,1013EA,1013EA,1308,GAS
1102,100,1013EA,1013EA,2658,ELK
1103,100,1013EB,1013EB,1446,GAS
1104,100,1013EB,1013EB,2724,ELK
1105,100,1013EC,1013EC,1203,GAS
1106,"98,97",1013EC,1013EC,3706,ELK
1107,100,1013ED,1013ED,2622,GAS
1108,100,1013ED,1013ED,4622,ELK
1109,100,1013EE,1013EE,1460,GAS
1110,100,1013EE,1013EE,1982,ELK
1111,100,1013EG,1013EG,1175,GAS
1112,100,1013EG,1013EG,2251,ELK
1113,100,1013EH,1013EH,1847,GAS
1114,100,1013EH,1013EH,14680,ELK
1115,100,1013EJ,1013EJ,4095,ELK
1116,100,1013EJ,1013EJ,1455,GAS
1117,100,1013EK,1013EK,4907,ELK
1118,100,1013EK,1013EK,1488,GAS
1119,100,1013EL,1013EL,10247,ELK
1120,100,1013EL,1013EL,2516,GAS
1121,100,1013EM,1013EM,6970,ELK
1122,100,1013EM,1013EM,1596,GAS
1123,100,1013EN,1013EN,6621,ELK
1124,100,1013EN,1013EN,1307,GAS
1125,100,1013ER,1013EP,1109,GAS
1126,100,1013EP,1013EP,6583,ELK
1127,100,1013ER,1013ER,8888,ELK
1128,100,1013ES,1013ES,1594,GAS
1129,100,1013ES,1013ES,9741,ELK
1130,100,1013ET,1013ET,7789,ELK
1131,100,1013ET,1013ET,1194,GAS
1132,100,1013EV,1013EV,1787,GAS
1133,100,1013EV,1013EV,8356,ELK
1134,100,1013EW,1013EW,10109,ELK
1135,100,1013EW,1013EW,1154,GAS
1136,100,1013EX,1013EX,13029,ELK
1137,100,1013EX,1013EX,4222,GAS
1138,100,1013EZ,1013EZ,6457,ELK
1139,100,1013EZ,1013EZ,730,GAS
1140,100,1013GA,1013GA,6882,ELK
1141,100,1013GA,1013GA,1679,GAS
1142,100,1013GB,1013GB,2076,ELK
1143,100,1013GB,1013GB,790,GAS
1144,100,1013GC,1013GC,1683,GAS
1145,100,1013GC,1013GC,2135,ELK
1146,100,1013GD,1013GD,2461,ELK
1147,100,1013GD,1013GD,1473,GAS
1148,100,1013GE,1013GE,2745,GAS
1149,100,1013GE,1013GE,4051,ELK
1150,100,1013GG,1013GG,1408,GAS
1151,100,1013GG,1013GG,2302,ELK
1152,100,1013GH,1013GH,5289,ELK
1153,100,1013GH,1013GH,1212,GAS
1154,100,1013GJ,1013GJ,1655,ELK
1155,100,1013GJ,1013GJ,1208,GAS
1156,100,1013GK,1013GK,1417,GAS
1157,100,1013GK,1013GK,3350,ELK
1158,100,1013GL,1013GL,1492,GAS
1159,100,1013GL,1013GL,3066,ELK
1160,100,1013GM,1013GM,1037,GAS
1161,100,1013GM,1013GM,2581,ELK
1162,100,1013GN,1013GN,2693,ELK
1163,100,1013GN,1013GN,1435,GAS
1164,100,1013GP,1013GP,1285,GAS
1165,100,1013GP,1013GP,2619,ELK
1166,100,1013GR,1013GR,8191,ELK
1167,100,1013GR,1013GR,7902,GAS
1168,100,1013GS,1013GS,3643,ELK
1169,100,1013GS,1013GS,1294,GAS
1170,100,1013GT,1013GT,2821,ELK
1171,100,1013GT,1013GT,2026,GAS
1172,100,1013GW,1013GV,1242,GAS
1173,100,1013GW,1013GV,1823,ELK
1174,100,1013GX,1013GX,4275,ELK
1175,100,1013GX,1013GX,2016,GAS
1176,100,1013GZ,1013GZ,3848,ELK
1177,100,1013GZ,1013GZ,2010,GAS
1178,100,1013HA,1013HA,2590,GAS
1179,100,1013HA,1013HA,4848,ELK
1180,100,1013HB,1013HB,2688,ELK
1181,100,1013HB,1013HB,999,GAS
1182,100,1013HC,1013HC,3975,ELK
1183,100,1013HC,1013HC,1995,GAS
1184,100,1013HD,1013HD,3787,ELK
1185,100,1013HD,1013HD,1355,GAS
1186,100,1013HE,1013HE,1412,GAS
1187,100,1013HE,1013HE,3532,ELK
1188,100,1013HG,1013HG,4801,ELK
1189,100,1013HG,1013HG,1568,GAS
1190,100,1013HJ,1013HH,2396,ELK
1191,100,1013HJ,1013HH,1615,GAS
1192,100,1013HK,1013HK,4102,ELK
1193,100,1013HK,1013HK,1798,GAS
1194,100,1013HL,1013HL,1314,ELK
1195,100,1013HL,1013HL,801,GAS
1196,100,1013HM,1013HM,1517,ELK
1197,100,1013HM,1013HM,844,GAS
1198,100,1013HP,1013HN,4519,ELK
1199,100,1013HP,1013HN,1275,GAS
1200,100,1013HR,1013HR,1025,GAS
1201,100,1013HR,1013HR,3837,ELK
1202,98,1013HS,1013HS,3760,ELK
1203,100,1013HS,1013HS,1014,GAS
1204,100,1013HT,1013HT,809,GAS
1205,100,1013HT,1013HT,2241,ELK
1206,100,1013HV,1013HV,1760,ELK
1207,100,1013HV,1013HV,980,GAS
1208,100,1013HW,1013HW,882,GAS
1209,100,1013HW,1013HW,1715,ELK
1210,100,1013HX,1013HX,2374,ELK
1211,100,1013HX,1013HX,1259,GAS
1212,100,1013HZ,1013HZ,923,GAS
1213,100,1013HZ,1013HZ,5151,ELK
1214,100,1013JA,1013JA,2881,ELK
1215,100,1013JA,1013JA,1377,GAS
1216,100,1013JB,1013JB,6355,ELK
1217,100,1013JC,1013JC,1446,GAS
1218,100,1013JC,1013JC,7767,ELK
1219,100,1013JD,1013JD,1610,GAS
1220,100,1013JD,1013JD,4374,ELK
1221,100,1013JE,1013JE,1503,GAS
1222,100,1013JE,1013JE,8369,ELK
1223,100,1013JG,1013JG,870,GAS
1224,100,1013JG,1013JG,2703,ELK
1225,100,1013JH,1013JH,891,GAS
1226,100,1013JH,1013JH,5520,ELK
1227,100,1013JJ,1013JJ,1414,GAS
1228,100,1013JJ,1013JJ,6122,ELK
1229,100,1013JK,1013JK,8572,ELK
1230,100,1013JK,1013JK,1396,GAS
1231,100,1013JL,1013JL,1334,GAS
1232,100,1013JL,1013JL,2332,ELK
1233,100,1013JM,1013JM,2341,ELK
1234,100,1013JM,1013JM,888,GAS
1235,100,1013JN,1013JN,1991,ELK
1236,100,1013JN,1013JN,944,GAS
1237,100,1013JP,1013JP,1506,ELK
1238,100,1013JP,1013JP,959,GAS
1239,100,1013JR,1013JR,2734,ELK
1240,100,1013JR,1013JR,828,GAS
1241,100,1013JS,1013JS,2249,ELK
1242,100,1013JS,1013JS,1372,GAS
1243,100,1013JT,1013JT,1254,GAS
1244,100,1013JT,1013JT,1900,ELK
1245,100,1013JV,1013JV,2468,ELK
1246,100,1013JV,1013JV,1053,GAS
1247,100,1013JW,1013JW,2128,ELK
1248,100,1013JW,1013JW,1209,GAS
1249,100,1013JX,1013JX,699,GAS
1250,"96,77",1013JX,1013JX,2155,ELK
1251,100,1013JZ,1013JZ,1111,GAS
1252,100,1013JZ,1013JZ,7936,ELK
1253,100,1013KA,1013KA,1412,GAS
1254,100,1013KA,1013KA,4733,ELK
1255,100,1013KB,1013KB,1452,GAS
1256,100,1013KB,1013KB,5385,ELK
1257,100,1013KC,1013KC,1292,GAS
1258,100,1013KC,1013KC,5210,ELK
1259,100,1013KD,1013KD,6838,ELK
1260,100,1013KD,1013KD,1108,GAS
1261,100,1013KE,1013KE,6860,ELK
1262,100,1013KE,1013KE,1300,GAS
1263,100,1013KG,1013KG,6335,ELK
1264,100,1013KG,1013KG,1871,GAS
1265,100,1013KH,1013KH,1961,GAS
1266,100,1013KH,1013KH,11417,ELK
1267,100,1013KK,1013KJ,2173,ELK
1268,100,1013KL,1013KJ,1008,GAS
1269,100,1013KL,1013KL,1706,ELK
1270,100,1013KN,1013KM,1093,GAS
1271,100,1013KN,1013KM,2886,ELK
1272,100,1013KP,1013KP,1843,ELK
1273,100,1013KP,1013KP,1006,GAS
1274,100,1013KR,1013KR,916,GAS
1275,100,1013KR,1013KR,2051,ELK
1276,100,1013KS,1013KS,2294,ELK
1277,100,1013KS,1013KS,1326,GAS
1278,100,1013KT,1013KT,1929,GAS
1279,100,1013KT,1013KT,4400,ELK
1280,"97,37",1013KV,1013KV,5681,ELK
1281,100,1013KV,1013KV,1004,GAS
1282,100,1013KW,1013KW,685,GAS
1283,100,1013KW,1013KW,2824,ELK
1284,100,1013KX,1013KX,1530,GAS
1285,100,1013KX,1013KX,5155,ELK
1286,"98,75",1013LA,1013LA,3420,ELK
1287,100,1013LA,1013LA,1042,GAS
1288,100,1013LB,1013LB,933,GAS
1289,100,1013LB,1013LB,2061,ELK
1290,100,1013LC,1013LC,1087,GAS
1291,"94,83",1013LC,1013LC,2175,ELK
1292,100,1013LD,1013LD,2524,ELK
1293,100,1013LD,1013LD,929,GAS
1294,100,1013LE,1013LE,4273,ELK
