ZAAKNAAM,ADRES,OPENINGSTIJDEN_ZO_DO_VAN,OPENINGSTIJDEN_ZO_DO_TOT,OPENINGSTIJDEN_VR_ZA_VAN,OPENINGSTIJDEN_VR_ZA_TOT,LOCATIE_WKT
De Pels,Huidenstraat 25-H,07:00,01:00,07:00,03:00,POINT (4.88524245979632 52.3687575657042)
Café Comodo,Jan Pieter Heijestraat 110-H,07:00,01:00,07:00,03:00,POINT (4.86375828635625 52.3627867695303)
Proeflokaal A. van Wees,Herengracht 319-H,07:00,01:00,07:00,03:00,POINT (4.88721120524687 52.3699522445203)
Thais Restaurant Pheun Thai,Hobbemakade 71-H,07:00,01:00,07:00,03:00,POINT (4.88623625230342 52.3535457775631)
IK Indonesian Kitchen,Herengracht 287-H,07:00,01:00,07:00,03:00,POINT (4.88731774272507 52.3709233512221)
Chez Georges,Herenstraat 3-H,07:00,01:00,07:00,03:00,POINT (4.8892763832431 52.3769622459277)
Il Borgo Ristorante Italiano,Hogeweg 40-H,07:00,01:00,07:00,03:00,POINT (4.93246061186275 52.3546129292325)
Proeflokaal Arendsnest,Herengracht 90A,07:00,01:00,07:00,03:00,POINT (4.88930867514243 52.3767017424999)
Mokum Gastvrij B.V.,Herengracht 435,07:00,01:00,07:00,03:00,POINT (4.88827119038064 52.367089674387)
Seasons Restaurant,Herenstraat 16-H,07:00,01:00,07:00,03:00,POINT (4.88902421905487 52.3771858755135)
Artemis Amsterdam  B.V.,John M. Keynesplein 2,07:00,01:00,07:00,03:00,POINT (4.82503141785859 52.34177607625)
Max Company Amsterdam,Herenstraat 14-H,07:00,01:00,07:00,03:00,POINT (4.88908316066735 52.3771681480428)
Toos en Roos,Herengracht 309,07:00,03:00,07:00,04:00,POINT (4.8872237634702 52.3701410364497)
Gusto Dei Signori,Herenstraat 28D,07:00,01:00,07:00,03:00,POINT (4.88871411908953 52.3773373605839)
Restaurant Due Napoletani,Hobbemakade 61-H,07:00,01:00,07:00,03:00,POINT (4.88625810990807 52.3542109529297)
Eat Your Heart Out,Herengracht 314-HV,07:00,01:00,07:00,03:00,POINT (4.88644811501536 52.3699130735656)
Mr. Mix,Karperweg 1,07:00,01:00,07:00,03:00,POINT (4.85707163155726 52.3485925644739)
Restaurant/Grillroom Pera,Jan Evertsenstraat 86-H,07:00,01:00,07:00,03:00,POINT (4.8541189028117 52.3708506282923)
Het Anker (huis van de wijk),Jacques Veltmanstraat 427,07:00,01:00,07:00,03:00,POINT (4.83309125450121 52.3532463324568)
Urfa Sofrasi,Insulindeweg 513,07:00,01:00,07:00,03:00,POINT (4.94016660720777 52.3619131883867)
EYE-Bar Restaurant B.V.,IJpromenade 1,07:00,01:00,07:00,03:00,POINT (4.90129889420302 52.3841302545264)
Nieuw Kattenburg,Kattenburgerstraat 150,07:00,01:00,07:00,03:00,POINT (4.91939475984318 52.372950636843)
Ma Bella Cakery,IJdok 35,07:00,03:00,07:00,04:00,POINT (4.89496408176927 52.3845175537895)
Renato's Pizzeria,Karel du Jardinstraat 32,07:00,01:00,07:00,00:00,POINT (4.89449656803973 52.3511986878678)
El Panelazo Colombiano,Kastelenstraat 172,07:00,01:00,07:00,03:00,POINT (4.87479627468887 52.3260485986799)
Daan & Daan,Kattenburgerplein 39,07:00,01:00,07:00,03:00,POINT (4.91636237953468 52.3708804838789)
Warda II,Javastraat 104-H,07:00,01:00,07:00,01:00,POINT (4.93667012057328 52.3636075859222)
Le 4 Stagione,Jacob Obrechtstraat 40-H,07:00,01:00,07:00,03:00,POINT (4.87545397890246 52.3555758529853)
Bar James,Javastraat 49A,07:00,01:00,07:00,03:00,POINT (4.93352627088977 52.3638112961882)
Nour Restaurant,Javastraat 109-H,07:00,01:00,07:00,03:00,POINT (4.9365205792353 52.3638766441365)
"Accor Hospitality  Ned Nv, H/O Mercure",Joan Muyskenweg 10,07:00,01:00,07:00,03:00,POINT (4.91358538547473 52.3352425999829)
Butcher's Tears Proeflokaal,Karperweg 45,07:00,01:00,07:00,03:00,POINT (4.85385801212626 52.3473288646521)
Burger 'n Shake (Horecaheren),Javastraat 54-H,07:00,01:00,07:00,03:00,POINT (4.93391053584075 52.3635611146682)
Cafe Hout,J.J. Cremerplein 34-H,07:00,01:00,07:00,03:00,POINT (4.85813884013734 52.3600385785883)
de koksmuts en cinar,Javastraat 111-H,07:00,01:00,07:00,03:00,POINT (4.93660857219018 52.3638859662227)
Hotspot Cafe,Jonge Roelensteeg 4-H,07:00,01:00,07:00,03:00,POINT (4.89159182226909 52.3721366414046)
Ijs van Oost,Javastraat 79A,07:00,01:00,07:00,03:00,POINT (4.93470035759603 52.3638517343)
The Coffee Gallery,Jodenbreestraat 94,06:00,22:00,06:00,22:00,POINT (4.90209570343275 52.3690074770527)
Restaurant I-Grec,Jean Desmetstraat 121,07:00,01:00,07:00,03:00,POINT (4.99494773711453 52.3593569645254)
Rum Traders VOF,Javastraat 143-H,07:00,01:00,07:00,03:00,POINT (4.9380618697604 52.3639004694563)
Kaiko,Jekerstraat 114-H,07:00,01:00,07:00,03:00,POINT (4.89532151177801 52.3456208054566)
MOOK Waterloo B.V.,Jodenbreestraat 144,07:00,01:00,07:00,03:00,POINT (4.90280359120772 52.3687227695624)
Java Group B.V.,Javastraat 64-H,07:00,01:00,07:00,03:00,POINT (4.93432131715846 52.3635896475293)
De Sluyswacht,Jodenbreestraat 1,07:00,01:00,07:00,03:00,POINT (4.90169004674174 52.3698506473343)
Orff B.V.,Jodenbreestraat 5,07:00,01:00,07:00,03:00,POINT (4.90178177639688 52.3695184831602)
Gallizia's,Javastraat 67-H,07:00,01:00,07:00,03:00,POINT (4.93424525669879 52.3638499960818)
Tony's Ny City Bagels,Jodenbreestraat 15,07:00,03:00,07:00,04:00,POINT (4.90290205532497 52.3691186246353)
Sportcity,Jodenbreestraat 6,07:00,01:00,07:00,01:00,POINT (4.90147639247681 52.3692476054552)
De Sneeker Pan,Kerkstraat 48,07:00,01:00,07:00,03:00,POINT (4.88553164171418 52.3652536343499)
Happy Feelings,Kerkstraat 51-H,07:00,01:00,07:00,01:00,POINT (4.8858694073536 52.365246075651)
Boerderij Meerzicht V.O.F.,Koenenkade 56,07:00,01:00,07:00,03:00,POINT (4.82046058752238 52.3262235692548)
Café Défilé,Koningin Wilhelminaplein 13,07:00,01:00,07:00,03:00,POINT (4.84113335922798 52.3545509109578)
Café In The City,Kleine-Gartmanplantsoen 5-H,07:00,01:00,07:00,03:00,POINT (4.88342082668387 52.3636628679961)
Genootschap der Geneugten,Kerkstraat 54-H,07:00,01:00,07:00,03:00,POINT (4.88566478581003 52.3651643218967)
"Watersportvereniging ""De Koenen"";""Jollenpad 13",Additionele horeca,07:00,01:00,07:00,03:00,POINT (4.85103040844756 52.3347603469043)
Mc Donalds,Kalverstraat 45,07:00,03:00,07:00,04:00,POINT (4.89201377718446 52.3711677477075)
Eetcafe Wijmpje Beukers/Acht Advies,Karel du Jardinstraat 47-H,07:00,01:00,07:00,03:00,POINT (4.89543218009057 52.3515351152013)
Antonius B.V.,Kamperfoelieweg 207,07:00,01:00,07:00,03:00,POINT (4.91056779891349 52.3991051083894)
Het Rijk van de Keizer,Joris van den Berghweg 107,09:00,03:00,09:00,04:00,POINT (4.78011934454157 52.3832932140108)
Croissanterie Outmayer,Kalverstraat 174,06:00,22:00,06:00,22:00,POINT (4.89131163398098 52.3682977786646)
Croissanterie,Kalverstraat 96,07:00,03:00,07:00,04:00,POINT (4.89143548470174 52.3703564499732)
Abraxas,Jonge Roelensteeg 12-H,07:00,01:00,07:00,01:00,POINT (4.89121095879098 52.3720541606104)
Gioia BV,Kabelweg 37,07:00,01:00,07:00,03:00,POINT (4.84659967249742 52.3926653592402)
Stichting Het Anker,Kamperfoelieweg 226,07:00,01:00,07:00,03:00,POINT (4.91169669748833 52.3993343268397)
Lunchroom Kabila,Kamperfoelieweg 3-H,07:00,01:00,07:00,03:00,POINT (4.91375487908532 52.3937163901906)
Grill's Fastfood,Joris Ivensplein 54,07:00,01:00,07:00,03:00,POINT (4.99049005232011 52.3588028736888)
Thais Restaurant Pasoek,Kamperfoelieweg 7-H,07:00,01:00,07:00,03:00,POINT (4.91381229917136 52.3938424443906)
De Silveren Spiegel,Kattengat 4,07:00,01:00,07:00,03:00,POINT (4.89399664748288 52.3777279412386)
De Stadskwekerij B.V. H.O.N.  de Kas,Kamerlingh Onneslaan 3,07:00,01:00,07:00,03:00,POINT (4.93057634903074 52.3522868878752)
Café Kadijk,Kadijksplein 5,07:00,01:00,07:00,03:00,POINT (4.91211239665623 52.3701085739058)
Snackbar Marja,Jan Evertsenstraat 20,07:00,01:00,07:00,03:00,POINT (4.8583257110437 52.3714716364756)
De Schinkel Watersportvereniging,Jachthavenweg 140,07:00,01:00,07:00,03:00,POINT (4.85439239560801 52.3333554592841)
Little Saigon Noord,Johan van Hasseltweg 104,07:00,01:00,07:00,03:00,POINT (4.92548796373647 52.3871478501383)
Coffee Trails,Johan van Hasseltweg 112,07:00,01:00,07:00,03:00,POINT (4.92519298070964 52.3872635388024)
Pjoter,Jacob Bontiusplaats 9,07:00,01:00,07:00,03:00,POINT (4.92773890142414 52.3711947479618)
Taka's Kitchen,Jan Pieter Heijestraat 137-H,07:00,01:00,07:00,03:00,POINT (4.86485719462581 52.3617220920979)
Derya,Javastraat 34-H,07:00,01:00,07:00,03:00,POINT (4.93310374722645 52.3634951137153)
Restaurant Berrak,Jan Tooropstraat 35-H,07:00,01:00,07:00,03:00,POINT (4.83632985945152 52.363138832125)
Staring at Jacob X Ku West,Jacob van Lennepkade 215,07:00,01:00,07:00,03:00,POINT (4.8618845345259 52.3623291010294)
Restaurant Maz Mez,Jan Evertsenstraat 17-H,07:00,01:00,07:00,03:00,POINT (4.85812368087223 52.371174144816)
Coffee Call,Jan Tooropstraat 39-H,07:00,01:00,07:00,03:00,POINT (4.83632818804246 52.3632736386212)
De Kleine Nachtwacht,Jan Tooropstraat 41-H,07:00,01:00,07:00,03:00,POINT (4.83632718519142 52.3633545225166)
Verhulst Eten en Drinken,Johannes Verhulststraat 105-H,07:00,01:00,07:00,03:00,POINT (4.87226795755284 52.3543756897702)
Grillroom Roos,Johan Huizingalaan 174,07:00,01:00,07:00,03:00,POINT (4.8268453923371 52.3585196784732)
IJsboutique BV,Johannes Verhulststraat 107-H,07:00,01:00,07:00,00:00,POINT (4.87219519527552 52.3543214479503)
Café Amore,Johan Huizingalaan 88,07:00,01:00,07:00,03:00,POINT (4.82670086708921 52.3629948347232)
Restaurant/ eetcafe The happiness,Johan Huizingalaan 90,07:00,01:00,07:00,03:00,POINT (4.82670177406737 52.3629229380158)
De Kompaszaal,KNSM-laan 311,07:00,01:00,07:00,03:00,POINT (4.94008468981098 52.3773444875226)
Waterhole,Korte Leidsedwarsstraat 49A,07:00,01:00,07:00,03:00,POINT (4.88260012792178 52.3648277636135)
The Waterhole,Korte Leidsedwarsstraat 49,09:00,03:00,09:00,04:00,POINT (4.88252641710415 52.3648544125906)
Saint Andre,Korte Leidsedwarsstraat 62,07:00,03:00,07:00,04:00,POINT (4.88483666112616 52.3630936708931)
Hartje Amsterdam,Korte Leidsedwarsstraat 64-H,09:00,03:00,09:00,04:00,POINT (4.88488121021127 52.3630489217386)
San Thomas Pizza King,Korte Niezel 4-H,07:00,03:00,07:00,04:00,POINT (4.89984709802778 52.374552565656)
Taste Of Culture,Korte Leidsedwarsstraat 139-H,07:00,01:00,07:00,03:00,POINT (4.88513036946028 52.3630859276266)
El Rancho Argentino Vi,Korte Leidsedwarsstraat 71,07:00,01:00,07:00,03:00,POINT (4.88368028875166 52.3640863869108)
Ron Gastrobar Paris,Kleine-Gartmanplantsoen 11-H,07:00,01:00,07:00,03:00,POINT (4.88361330344495 52.3635198844198)
De Spijker,Kerkstraat 4A,07:00,01:00,07:00,03:00,POINT (4.88396445534996 52.3662176507868)
El Rancho Argentino,Korte Leidsedwarsstraat 103,07:00,01:00,07:00,03:00,POINT (4.88425761659315 52.3636664211675)
Pathé City,Kleine-Gartmanplantsoen 15,00:00,00:00,00:00,00:00,POINT (4.88367243279035 52.3634841852441)
Morlang,Keizersgracht 451-HV,07:00,01:00,07:00,03:00,POINT (4.88638586850046 52.3663177806828)
Compagnietheater,Kloveniersburgwal 50,00:00,00:00,00:00,00:00,POINT (4.89772000230569 52.3703556009549)
Restaurant D en C,Kerkstraat 377A,07:00,01:00,07:00,03:00,POINT (4.89824289563084 52.362871111732)
Clone 42 B.V.,Keizersgracht 335-H,07:00,01:00,07:00,03:00,POINT (4.88503010159839 52.3693588338089)
De Engelbewaarder,Kloveniersburgwal 59-H,07:00,01:00,07:00,03:00,POINT (4.89845572258732 52.3702148352808)
Bagheera,Kloveniersburgwal 60-H,07:00,01:00,07:00,01:00,POINT (4.89737108497962 52.3700395951215)
Parkvondel Hotel Management B.V.,Koninginneweg 34,07:00,01:00,07:00,03:00,POINT (4.86648610406577 52.3542605541904)
Temple Bar,Kloveniersburgwal 2-H,07:00,01:00,07:00,03:00,POINT (4.89930097519896 52.3721326671987)
Green Place,Kloveniersburgwal 4A,07:00,01:00,07:00,01:00,POINT (4.89930146882832 52.3720877314401)
Greenwoods,Keizersgracht 465A,07:00,01:00,07:00,03:00,POINT (4.88702111542856 52.3659699470306)
Nader VOF,Kerkstraat 66A,07:00,01:00,07:00,03:00,POINT (4.88597552088554 52.364949934145)
Bistro Bonjour,Keizersgracht 770A,07:00,01:00,07:00,03:00,POINT (4.89879254605251 52.3636193467276)
Bars & Bars BV,Korte Leidsedwarsstraat 89,07:00,01:00,07:00,03:00,POINT (4.88399112762304 52.3638630171452)
N-Joy,Korte Leidsedwarsstraat 93-H,09:00,03:00,09:00,04:00,POINT (4.8840651412644 52.3638094057854)
Snack  King,Korte Niezel 1-H,07:00,03:00,07:00,04:00,POINT (4.89986059873833 52.374660471773)
Goa,Kloveniersburgwal 42A,07:00,01:00,07:00,01:00,POINT (4.89853254699429 52.371239734)
De Molenwiek,Korte Leidsedwarsstraat 95A,07:00,01:00,07:00,03:00,POINT (4.88410979361659 52.3637556697763)
Angus Burger,Korte Leidsedwarsstraat 99-H,07:00,01:00,07:00,03:00,POINT (4.8841982839657 52.3637200949427)
De Smoeshaan,Leidsekade 90-H,07:00,01:00,07:00,03:00,POINT (4.88049489336454 52.364045851405)
Hole In The Wall,Leidseplein 8-H,09:00,03:00,09:00,04:00,POINT (4.88283706308012 52.3646490202086)
Pastini,Leidsegracht 29,07:00,01:00,07:00,03:00,POINT (4.88465010786833 52.3666070253105)
Brasazouk,Kuiperbergweg 31,09:00,03:00,09:00,04:00,POINT (4.94006200337278 52.3008238798933)
Café De Waard,Leidseplein 14,09:00,03:00,09:00,04:00,POINT (4.88255853533176 52.364611884524)
The Bulldog Palace,Leidseplein 15A,09:00,03:00,09:00,04:00,POINT (4.88332917600646 52.3639770440043)
The Bulldog,Leidseplein 17A,07:00,01:00,07:00,01:00,POINT (4.88328554188306 52.3639409081853)
Café Mokum,Leidseplein 18-H,09:00,03:00,09:00,04:00,POINT (4.88244149709949 52.3645754359018)
Hap Wat Pizza,ks. Ibisweg 13,07:00,01:00,07:00,03:00,POINT (4.89144183458622 52.4039878037046)
Pancake Bar,Lange Leidsedwarsstraat 33-H,07:00,01:00,07:00,03:00,POINT (4.8843836383319 52.3642062109147)
Kantine Vva/Spartaan,Laan van Spartaan 1,07:00,01:00,07:00,03:00,POINT (4.83884075186419 52.3738097707571)
Porto Carrara,Lange Leidsedwarsstraat 138-H,07:00,01:00,07:00,03:00,POINT (4.88527372063538 52.3633921126352)
Dok 48,Krijn Taconiskade 328,07:00,01:00,07:00,03:00,POINT (5.00547060915131 52.3528124483953)
Ankara Smit VOF,Lambertus Zijlplein 17A,07:00,01:00,07:00,03:00,POINT (4.80083929160229 52.3780768072271)
HotShots Amsterdam,Lange Leidsedwarsstraat 64,09:00,03:00,09:00,04:00,POINT (4.8831579004343 52.3648391240778)
De Patatza(A)K B.V.,Langsom 5,07:00,01:00,07:00,03:00,POINT (4.79253260083626 52.3414556861845)
Wijkcentrum Kormelink,Kormelinkweg 1,07:00,01:00,07:00,03:00,POINT (4.97206941729856 52.3161475488027)
De Gieter,Korte Leidsedwarsstraat 179-H,09:00,03:00,09:00,04:00,POINT (4.8857371324457 52.3626570917319)
New York Pizza,Lange Niezel 4A,07:00,03:00,07:00,04:00,POINT (4.89821112158866 52.3750940702967)
Puri Mas,Lange Leidsedwarsstraat 37-2,07:00,01:00,07:00,03:00,POINT (4.88448742023516 52.3641167752154)
cafe 't Hutje,Lambertus Zijlplein 29,07:00,01:00,07:00,03:00,POINT (4.8012893136828 52.3784744862396)
Wonder Bar Two,Lange Niezel 5-H,07:00,01:00,07:00,03:00,POINT (4.8983573712904 52.3751485986945)
L'Amor Pizzeria,Lange Niezel 6-H,07:00,03:00,07:00,04:00,POINT (4.89827015571856 52.3750673511018)
Dolce & Gelato Bio Restaurant,Lange Niezel 7-H,07:00,03:00,07:00,04:00,POINT (4.89841640540515 52.3751218794272)
Wiener,Lange Niezel 8-H,07:00,01:00,07:00,03:00,POINT (4.89834387408526 52.3750406924245)
Restaurant Kamasutra,Lange Niezel 9A,07:00,01:00,07:00,03:00,POINT (4.89849012377499 52.3750952206595)
Bombay Inn,Lange Leidsedwarsstraat 46,07:00,01:00,07:00,03:00,POINT (4.88280280351072 52.3650802785026)
Mayur,Korte Leidsedwarsstraat 203-H,07:00,01:00,07:00,03:00,POINT (4.88616630414014 52.3623533284726)
La Margarita,Langebrugsteeg 6,07:00,01:00,07:00,03:00,POINT (4.89307746742397 52.3692668217555)
Kadinsky,Langebrugsteeg 7A,07:00,01:00,07:00,01:00,POINT (4.89300315555108 52.3693474001174)
Bojo,Lange Leidsedwarsstraat 49-H,07:00,01:00,07:00,03:00,POINT (4.88481252935239 52.3639294141684)
El Vino,Lange Leidsedwarsstraat 51-H,07:00,01:00,07:00,03:00,POINT (4.88482771810361 52.3638845406091)
Mythos Greek Restaurant,Lange Leidsedwarsstraat 27-H,07:00,01:00,07:00,03:00,POINT (4.88426517527703 52.3642955842375)
Indian Restaurant Akbar,Korte Leidsedwarsstraat 15,07:00,01:00,07:00,03:00,POINT (4.88196384073987 52.3652654451615)
Bar-B,Lange Leidsedwarsstraat 29-H,07:00,01:00,07:00,03:00,POINT (4.88429484195351 52.3642687473414)
Tandoor Indian Restaurant,Lange Leidsedwarsstraat 56,07:00,01:00,07:00,03:00,POINT (4.88300976535463 52.364955332733)
Nam Kee,Marie Heinekenplein 4,07:00,01:00,07:00,03:00,POINT (4.89118376574239 52.3573953040362)
Shop 96,Jan Pieter Heijestraat 96-H,07:00,01:00,07:00,01:00,POINT (4.86323557646424 52.3635394187859)
McDonalds Nederland B.V.,IJdoornlaan 2001,07:00,01:00,07:00,03:00,POINT (4.91171426436112 52.4155208267696)
Stichting DOCK,IJplein 3,07:00,01:00,07:00,03:00,POINT (4.91109328222869 52.3829926190973)
Bakkerij Lunchroom Abi,Jan Tooropstraat 87,07:00,01:00,07:00,03:00,POINT (4.83619767364366 52.3655109481883)
Trattoria Da Damiano Puglia,Jan Pieter Heijestraat 139-H,07:00,01:00,07:00,03:00,POINT (4.8648870825764 52.3616772857761)
Millennium,Jan Hanzenstraat 109-H,07:00,01:00,07:00,01:00,POINT (4.86398217396147 52.3674613075229)
Truva Aspendos,Jan Pieter Heijestraat 170-H,07:00,00:10,07:00,03:00,POINT (4.86483554818713 52.3610659016559)
Friet House Evertsen,Jan Evertsenstraat 133-H,07:00,01:00,07:00,03:00,POINT (4.85157308385821 52.3700931844796)
Golden Brown,Jan Pieter Heijestraat 146-H,07:00,01:00,07:00,03:00,POINT (4.86440148486481 52.3617740088369)
Koffiehuis Salam,Jan Maijenstraat 4-H,07:00,01:00,07:00,03:00,POINT (4.85305601057782 52.3713221867641)
Coffee Plaza JPH BV,Jan Pieter Heijestraat 143A-1,07:00,01:00,07:00,03:00,POINT (4.86508161681013 52.3613635766401)
Café Frieda,Jan Pieter Heijestraat 119D-1,07:00,01:00,07:00,03:00,POINT (4.86436355881035 52.3625018373424)
Coffeeshop Kashmir,Jan Pieter Heijestraat 82-H,07:00,01:00,07:00,01:00,POINT (4.86296560203127 52.3640235555846)
Fenan Klein Afrika,Jan Pieter Heijestraat 147-H,07:00,01:00,07:00,03:00,POINT (4.86514139171459 52.3612739638656)
Roz,Jan Pieter Heijestraat 119-H,17:00,03:00,17:00,04:00,POINT (4.86422963950559 52.3626540358455)
Bar Sisi,Jan van Galenstraat 309,07:00,01:00,07:00,03:00,POINT (4.84749273826312 52.3723755040475)
Lunch & Restaurant Slooten,Jan de Jonghkade 82,07:00,01:00,07:00,03:00,POINT (4.82278001586018 52.3792527910483)
Arco Hotel BV,Jan Luijkenstraat 44,07:00,01:00,07:00,03:00,POINT (4.88193483433579 52.3600704944189)
Abyssinia,Jan Pieter Heijestraat 190-H,07:00,01:00,07:00,03:00,POINT (4.8652237646187 52.3605103802242)
Café de Kashmir Lounge,Jan Pieter Heijestraat 85,09:00,03:00,09:00,04:00,POINT (4.86333219326441 52.3640611265161)
Restaurant Radijs,Jan Evertsenstraat 41-H,07:00,01:00,07:00,03:00,POINT (4.85706811706293 52.3710346159778)
PUCK,Jan Evertsenstraat 747,07:00,01:00,07:00,03:00,POINT (4.83598589310364 52.3695633747952)
Natuurlijk Smullen,Jan van Galenstraat 78-H,07:00,01:00,07:00,03:00,POINT (4.86123358629575 52.3751515038191)
Snackbar Kedai Jalan-Jalan,Jan van Galenstraat 157-H,07:00,01:00,07:00,03:00,POINT (4.85660312796574 52.374313003572)
Fyrre,Javastraat 40-H,07:00,01:00,07:00,03:00,POINT (4.9333383606373 52.363522974958)
Grill & lunchroom Avenida,Jan Tooropstraat 45-H,07:00,01:00,07:00,03:00,POINT (4.83631083338781 52.3634892607892)
Het Badhuis B.V.,Javaplein 21,07:00,01:00,07:00,03:00,POINT (4.93990057698887 52.3635479201653)
Bilderberg Hotel Jan Luyken B.V.,Jan Luijkenstraat 58,07:00,01:00,07:00,03:00,POINT (4.88105673616371 52.3598330707645)
High Time,Jan van Galenstraat 49,07:00,01:00,07:00,03:00,POINT (4.86348134086554 52.375071577656)
Coffeeshop Loft,Jan van Galenstraat 285-H,07:00,01:00,07:00,01:00,POINT (4.84948629921852 52.3726631770259)
Koffiehotspot,Jan van Galenstraat 287-H,07:00,01:00,07:00,03:00,POINT (4.84939852507946 52.3726358161682)
Hotel JL B.V.,Jan Luijkenstraat 74,07:00,01:00,07:00,03:00,POINT (4.88025173564244 52.3596229160032)
Freeland's BIO ZZZA3,Lange Niezel 27-H,07:00,03:00,07:00,04:00,POINT (4.89899126803223 52.3749265218188)
Villa Tante Bep,Lange Stammerdijk 3A,10:00,22:00,10:00,01:00,POINT (5.01630448136877 52.3051137256628)
Busy Lizzy Grill,Lange Niezel 22G,07:00,01:00,07:00,03:00,POINT (4.89887448560612 52.3748631280189)
HongKong Kitchen,Lange Niezel 25-H,07:00,01:00,07:00,03:00,POINT (4.89891755024202 52.3749531808998)
Happy 2,Kwakersstraat 8-H,07:00,01:00,07:00,03:00,POINT (4.86885882231568 52.3685432644993)
Royal Thai,Lange Leidsedwarsstraat 94-H,07:00,01:00,07:00,03:00,POINT (4.88420869092155 52.3640976177099)
Kindervreugd,Kramatweg 31A,07:00,01:00,07:00,03:00,POINT (4.94645085270734 52.364776789768)
Sportcafé de Pijp,Lizzy Ansinghstraat 88,07:00,01:00,07:00,03:00,POINT (4.89372010748752 52.3497484520085)
La Vita,Lindengracht 29-H,07:00,01:00,07:00,03:00,POINT (4.88691738864728 52.3803945475726)
Steakhouse West,Lodewijk van Deysselstraat 57,07:00,02:00,07:00,03:00,POINT (4.81474337157657 52.3772190206821)
Kerkcentrum de Nieuwe Stad,Luthuliplein 11,07:00,01:00,07:00,03:00,POINT (4.96856784510908 52.3188944307167)
Mi Sueno,Maasstraat 40,07:00,01:00,07:00,03:00,POINT (4.89476118905613 52.3458611442379)
Vlaming Eten & Drinken,Lindengracht 95-H,07:00,01:00,07:00,03:00,POINT (4.8846007560991 52.3800522115342)
Helena Primakoff Onbijt en Lunch,Lijndenstraat 28,07:00,03:00,07:00,04:00,POINT (4.9310424127102 52.3712254805327)
Reuring BV,Lutmastraat 99,07:00,01:00,07:00,03:00,POINT (4.8976690538184 52.3509961314893)
Restaurant Michiu B.V.,Maasstraat 102,07:00,01:00,07:00,03:00,POINT (4.89527892613705 52.344164633731)
Linnaeushof,Linnaeushof 46,07:00,01:00,07:00,03:00,POINT (4.93542080861781 52.3521976034677)
Zorba de Griek,Leidsekruisstraat 18-H,07:00,01:00,07:00,03:00,POINT (4.88510878247545 52.3636969920847)
cafe restaurant in de buurt,Lijnbaansgracht 246E,07:00,01:00,07:00,03:00,POINT (4.88454356278674 52.3630474904934)
De Biertuin B.V.,Linnaeusstraat 29-H,07:00,01:00,07:00,03:00,POINT (4.92426346228924 52.3623015215286)
